Index,Species,Type1,Type2,Ability1,Ability2,Ability3,level,base_experience,HP,Attack,Defence,Sp.Attack,Sp.Defence,Speed,Total,Weight,Height,Seed Type,Egg Type1,Egg Type2,Moves
462,Magnezone,Electric,Steel,Magnet Pull,Sturdy,Analytic,50,268,70,70,115,130,90,60,535,396.8 lbs.,"3'11""",Magnet Area Pokémon,Mineral,NULL,"tackle, body-slam, take-down, double-edge, supersonic, sonic-boom, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, screech, double-team, confuse-ray, barrier, light-screen, reflect, self-destruct, swift, flash, explosion, rest, tri-attack, substitute, snore, protect, zap-cannon, lock-on, sandstorm, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, mirror-coat, psych-up, facade, charge, helping-hand, magic-coat, recycle, secret-power, metal-sound, signal-beam, iron-defense, shock-wave, gravity, gyro-ball, natural-gift, magnet-rise, giga-impact, mirror-shot, flash-cannon, discharge, iron-head, magnet-bomb, charge-beam, heavy-slam, electro-ball, round, ally-switch, volt-switch, electroweb, wild-charge, confide, eerie-impulse, magnetic-flux, electric-terrain, body-press, steel-beam, steel-roller, rising-voltage, tera-blast, hard-press, supercell-slam"
463,Lickilicky,Normal,NULL,Own Tempo,Oblivious,Cloud Nine,50,180,110,85,95,80,95,50,515,308.6 lbs.,"5'07""",Licking Pokémon,Monster,NULL,"mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance, cut, bind, slam, stomp, mega-kick, headbutt, tackle, body-slam, wrap, double-edge, supersonic, disable, flamethrower, hydro-pump, surf, ice-beam, blizzard, hyper-beam, strength, solar-beam, thunderbolt, thunder, earthquake, dig, toxic, screech, double-team, defense-curl, self-destruct, lick, fire-blast, amnesia, dream-eater, explosion, rest, rock-slide, substitute, thief, snore, protect, belly-drum, mud-slap, icy-wind, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, whirlpool, facade, focus-punch, helping-hand, brick-break, knock-off, refresh, secret-power, rock-tomb, muddy-water, block, shock-wave, water-pulse, gyro-ball, natural-gift, fling, wring-out, me-first, aqua-tail, focus-blast, giga-impact, zen-headbutt, rock-climb, power-whip, captivate, round, chip-away, incinerate, retaliate, bulldoze, dragon-tail, work-up, confide, power-up-punch, brutal-swing, stomping-tantrum, body-press, steel-roller, terrain-pulse"
464,Rhyperior,Ground,Rock,Lightning Rod,Solid Rock,Reckless,50,268,115,140,130,55,55,40,535,623.5 lbs.,"7'10""",Drill Pokémon,Monster,Field,"mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, swords-dance, cut, stomp, mega-kick, headbutt, horn-attack, fury-attack, horn-drill, tackle, body-slam, take-down, double-edge, tail-whip, roar, flamethrower, hydro-pump, surf, ice-beam, blizzard, hyper-beam, counter, strength, thunderbolt, thunder, earthquake, dig, toxic, double-team, fire-blast, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, scary-face, mud-slap, icy-wind, outrage, sandstorm, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, megahorn, iron-tail, metal-claw, hidden-power, rain-dance, sunny-day, crunch, ancient-power, rock-smash, whirlpool, uproar, facade, focus-punch, helping-hand, superpower, brick-break, endeavor, secret-power, rock-tomb, iron-defense, block, mud-shot, rock-blast, shock-wave, hammer-arm, natural-gift, metal-burst, payback, fling, rock-polish, poison-jab, aqua-tail, dragon-pulse, dragon-rush, focus-blast, earth-power, giga-impact, avalanche, shadow-claw, thunder-fang, ice-fang, fire-fang, flash-cannon, rock-climb, rock-wrecker, iron-head, stone-edge, captivate, stealth-rock, guard-split, smack-down, heavy-slam, round, chip-away, incinerate, bulldoze, dragon-tail, drill-run, heat-crash, confide, power-up-punch, high-horsepower, smart-strike, brutal-swing, stomping-tantrum, body-press, breaking-swipe, meteor-beam, scorching-sands, tera-blast, temper-flare, supercell-slam"
465,Tangrowth,Grass,NULL,Chlorophyll,Leaf Guard,Regenerator,50,187,100,100,125,110,50,50,535,283.5 lbs.,"6'07""",Vine Pokémon,Grass,NULL,"swords-dance, cut, bind, slam, vine-whip, headbutt, body-slam, hyper-beam, strength, absorb, mega-drain, growth, solar-beam, poison-powder, stun-spore, sleep-powder, earthquake, toxic, double-team, reflect, constrict, amnesia, flash, rest, rock-slide, substitute, thief, snore, protect, sludge-bomb, mud-slap, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, pain-split, synthesis, hidden-power, sunny-day, psych-up, ancient-power, rock-smash, facade, nature-power, ingrain, brick-break, knock-off, endeavor, secret-power, rock-tomb, tickle, bullet-seed, aerial-ace, block, shock-wave, natural-gift, payback, fling, wring-out, power-swap, worry-seed, poison-jab, seed-bomb, focus-blast, energy-ball, giga-impact, leaf-storm, power-whip, captivate, grass-knot, double-hit, acid-spray, round, bulldoze, grassy-terrain, confide, infestation, solar-blade, brutal-swing, stomping-tantrum, grassy-glide"
466,Electivire,Electric,NULL,Motor Drive,NULL,Vital Spirit,50,270,75,123,67,95,85,95,540,305.6 lbs.,"5'11""",Thunderbolt Pokémon,Human-Like,NULL,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, leer, flamethrower, hyper-beam, low-kick, strength, thunder-shock, thunderbolt, thunder-wave, thunder, earthquake, dig, toxic, psychic, quick-attack, screech, double-team, light-screen, reflect, metronome, swift, flash, rest, rock-slide, substitute, thief, snore, protect, mud-slap, endure, swagger, spark, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, cross-chop, rain-dance, rock-smash, uproar, torment, facade, focus-punch, follow-me, charge, taunt, helping-hand, brick-break, knock-off, secret-power, weather-ball, rock-tomb, metal-sound, signal-beam, bulk-up, covet, shock-wave, hammer-arm, natural-gift, feint, fling, magnet-rise, focus-blast, giga-impact, rock-climb, discharge, captivate, charge-beam, electro-ball, low-sweep, round, volt-switch, bulldoze, electroweb, wild-charge, dual-chop, ion-deluge, confide, eerie-impulse, electric-terrain, power-up-punch, darkest-lariat, stomping-tantrum, rising-voltage, tera-blast, trailblaze, supercell-slam"
467,Magmortar,Fire,NULL,Flame Body,NULL,Vital Spirit,50,270,75,95,67,125,95,83,540,149.9 lbs.,"5'03""",Blast Pokémon,Human-Like,NULL,"mega-punch, fire-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, roar, ember, flamethrower, hyper-beam, low-kick, strength, solar-beam, fire-spin, thunderbolt, earthquake, toxic, psychic, screech, double-team, smokescreen, confuse-ray, focus-energy, metronome, smog, fire-blast, poison-gas, rest, rock-slide, substitute, thief, flame-wheel, snore, curse, protect, mach-punch, scary-face, feint-attack, belly-drum, mud-slap, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, cross-chop, sunny-day, rock-smash, uproar, heat-wave, torment, will-o-wisp, facade, focus-punch, follow-me, taunt, helping-hand, brick-break, knock-off, secret-power, hyper-voice, weather-ball, overheat, rock-tomb, covet, natural-gift, fling, power-swap, flare-blitz, poison-jab, focus-blast, giga-impact, rock-climb, lava-plume, captivate, flame-burst, flame-charge, low-sweep, acid-spray, round, clear-smog, incinerate, bulldoze, dual-chop, heat-crash, belch, confide, mystical-fire, power-up-punch, stomping-tantrum, burning-jealousy, scorching-sands, tera-blast, temper-flare"
468,Togekiss,Fairy,Flying,Hustle,Serene Grace,Super Luck,50,273,85,50,95,120,115,80,545,83.8 lbs.,"4'11""",Jubilee Pokémon,Flying,Fairy,"pound, mega-punch, fly, mega-kick, headbutt, tackle, body-slam, double-edge, growl, flamethrower, hyper-beam, solar-beam, thunder-wave, toxic, psychic, double-team, light-screen, reflect, metronome, fire-blast, swift, amnesia, dream-eater, sky-attack, flash, rest, tri-attack, substitute, snore, protect, sweet-kiss, mud-slap, endure, charm, rollout, swagger, steel-wing, attract, sleep-talk, heal-bell, return, frustration, safeguard, baton-pass, encore, hidden-power, twister, rain-dance, sunny-day, psych-up, extreme-speed, ancient-power, shadow-ball, future-sight, rock-smash, uproar, heat-wave, facade, focus-punch, follow-me, helping-hand, trick, wish, magic-coat, brick-break, yawn, endeavor, imprison, secret-power, hyper-voice, air-cutter, silver-wind, signal-beam, extrasensory, aerial-ace, covet, magical-leaf, calm-mind, shock-wave, water-pulse, roost, natural-gift, pluck, tailwind, fling, last-resort, aura-sphere, air-slash, drain-punch, giga-impact, nasty-plot, zen-headbutt, defog, captivate, grass-knot, ominous-wind, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, ally-switch, incinerate, retaliate, work-up, draining-kiss, play-rough, fairy-wind, moonblast, confide, mystical-fire, dazzling-gleam, baby-doll-eyes, laser-focus, smart-strike, life-dew, dual-wingbeat"
469,Yanmega,Bug,Flying,Speed Boost,Tinted Lens,Frisk,50,180,86,76,86,116,56,95,515,113.5 lbs.,"6'03""",Ogre Darner Pokémon,Bug,NULL,"swords-dance, gust, wing-attack, whirlwind, headbutt, tackle, take-down, double-edge, supersonic, sonic-boom, hyper-beam, solar-beam, string-shot, toxic, psychic, hypnosis, quick-attack, screech, double-team, swift, dream-eater, leech-life, flash, rest, slash, substitute, thief, snore, reversal, protect, scary-face, mud-slap, foresight, detect, giga-drain, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, pursuit, hidden-power, sunny-day, crunch, psych-up, ancient-power, shadow-ball, uproar, facade, secret-power, air-cutter, silver-wind, signal-beam, aerial-ace, roost, natural-gift, feint, tailwind, u-turn, night-slash, air-slash, bug-buzz, giga-impact, defog, captivate, bug-bite, ominous-wind, round, struggle-bug, confide, laser-focus, lunge, skitter-smack, dual-wingbeat, tera-blast, pounce, psychic-noise"
470,Leafeon,Grass,NULL,Leaf Guard,NULL,Chlorophyll,50,184,65,110,130,60,65,95,525,56.2 lbs.,"3'03""",Verdant Pokémon,Field,NULL,"pay-day, swords-dance, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, tail-whip, bite, growl, roar, hyper-beam, strength, leech-seed, razor-leaf, solar-beam, dig, toxic, quick-attack, mimic, double-team, focus-energy, swift, flash, rest, substitute, snore, curse, protect, mud-slap, giga-drain, endure, charm, swagger, fury-cutter, attract, sleep-talk, heal-bell, return, frustration, baton-pass, iron-tail, synthesis, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, facade, nature-power, helping-hand, knock-off, secret-power, hyper-voice, weather-ball, fake-tears, grass-whistle, bullet-seed, aerial-ace, mud-shot, covet, magical-leaf, calm-mind, leaf-blade, natural-gift, copycat, last-resort, worry-seed, seed-bomb, x-scissor, energy-ball, giga-impact, leaf-storm, captivate, grass-knot, round, echoed-voice, stored-power, retaliate, work-up, confide, baby-doll-eyes, solar-blade, leafage, laser-focus, grassy-glide, tera-blast, trailblaze, alluring-voice"
471,Glaceon,Ice,NULL,Snow Cloak,NULL,Ice Body,50,184,65,60,110,130,95,65,525,57.1 lbs.,"2'07""",Fresh Snow Pokémon,Field,NULL,"pay-day, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, tail-whip, bite, growl, roar, ice-beam, blizzard, hyper-beam, strength, dig, toxic, quick-attack, mimic, double-team, barrier, haze, focus-energy, swift, rest, substitute, snore, curse, powder-snow, protect, mud-slap, icy-wind, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, baton-pass, iron-tail, hidden-power, rain-dance, sunny-day, mirror-coat, shadow-ball, rock-smash, hail, facade, helping-hand, secret-power, hyper-voice, weather-ball, fake-tears, signal-beam, icicle-spear, mud-shot, covet, calm-mind, water-pulse, gravity, natural-gift, copycat, last-resort, aqua-tail, giga-impact, avalanche, ice-shard, ice-fang, captivate, round, echoed-voice, stored-power, retaliate, frost-breath, work-up, freeze-dry, confide, baby-doll-eyes, laser-focus, aurora-veil, triple-axel, tera-blast, snowscape, chilling-water, alluring-voice"
472,Gliscor,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,50,179,75,95,125,45,75,95,510,93.7 lbs.,"6'07""",Fang Scorpion Pokémon,Bug,NULL,"guillotine, swords-dance, cut, wing-attack, sand-attack, headbutt, take-down, double-edge, poison-sting, pin-missile, hyper-beam, counter, strength, earthquake, dig, toxic, agility, quick-attack, screech, double-team, harden, swift, sky-attack, crabhammer, rest, rock-slide, slash, substitute, thief, snore, protect, scary-face, feint-attack, sludge-bomb, mud-slap, spikes, sandstorm, endure, false-swipe, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, baton-pass, iron-tail, metal-claw, hidden-power, rain-dance, sunny-day, crunch, rock-smash, torment, facade, taunt, brick-break, knock-off, secret-power, rock-tomb, sky-uppercut, sand-tomb, aerial-ace, mud-shot, poison-tail, roost, natural-gift, feint, tailwind, u-turn, payback, fling, toxic-spikes, rock-polish, poison-jab, dark-pulse, night-slash, aqua-tail, x-scissor, earth-power, giga-impact, thunder-fang, ice-fang, fire-fang, mud-bomb, defog, cross-poison, gunk-shot, stone-edge, captivate, stealth-rock, bug-bite, hone-claws, venoshock, round, acrobatics, struggle-bug, bulldoze, confide, high-horsepower, throat-chop, lunge, brutal-swing, psychic-fangs, breaking-swipe, scale-shot, skitter-smack, dual-wingbeat, tera-blast"
473,Mamoswine,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,50,265,110,130,80,70,60,80,530,641.5 lbs.,"8'02""",Twin Tusk Pokémon,Field,NULL,"headbutt, fury-attack, tackle, body-slam, take-down, thrash, double-edge, bite, roar, mist, ice-beam, blizzard, hyper-beam, peck, strength, earthquake, fissure, dig, toxic, double-team, light-screen, haze, reflect, amnesia, rest, rock-slide, substitute, snore, curse, flail, reversal, powder-snow, protect, scary-face, mud-slap, icy-wind, sandstorm, endure, charm, swagger, fury-cutter, attract, sleep-talk, return, frustration, hidden-power, rain-dance, ancient-power, rock-smash, hail, facade, superpower, knock-off, endeavor, secret-power, mud-sport, odor-sleuth, rock-tomb, sand-tomb, icicle-spear, block, mud-shot, rock-blast, natural-gift, earth-power, giga-impact, avalanche, ice-shard, ice-fang, mud-bomb, rock-climb, iron-head, stone-edge, captivate, stealth-rock, double-hit, smack-down, heavy-slam, round, bulldoze, icicle-crash, freeze-dry, confide, high-horsepower, throat-chop, stomping-tantrum, body-press, tera-blast, snowscape, trailblaze, hard-press"
474,Porygon-Z,Normal,NULL,Adaptability,Download,Analytic,50,268,85,80,70,135,75,90,535,75.0 lbs.,"2'11""",Virtual Pokémon,Mineral,NULL,"tackle, take-down, double-edge, ice-beam, blizzard, psybeam, hyper-beam, solar-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, psychic, agility, double-team, recover, defense-curl, swift, dream-eater, flash, rest, conversion, tri-attack, substitute, thief, snore, conversion-2, protect, zap-cannon, icy-wind, lock-on, endure, swagger, spark, sleep-talk, return, frustration, pain-split, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, facade, charge, trick, magic-coat, recycle, secret-power, signal-beam, aerial-ace, shock-wave, gravity, natural-gift, embargo, power-swap, guard-swap, last-resort, magnet-rise, dark-pulse, giga-impact, nasty-plot, zen-headbutt, trick-room, discharge, charge-beam, wonder-room, psyshock, telekinesis, foul-play, round, ally-switch, electroweb, confide, eerie-impulse, speed-swap, tera-blast"
475,Gallade,Psychic,Fighting,Steadfast,NULL,Justified,50,259,68,125,65,65,115,80,518,114.6 lbs.,"5'03""",Blade Pokémon,Amorphous,NULL,"mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance, cut, mega-kick, headbutt, body-slam, take-down, leer, growl, psybeam, hyper-beam, low-kick, strength, thunderbolt, thunder-wave, earthquake, toxic, confusion, psychic, hypnosis, agility, teleport, night-shade, double-team, confuse-ray, light-screen, reflect, swift, dream-eater, flash, rest, rock-slide, slash, substitute, thief, snore, reversal, protect, mud-slap, icy-wind, endure, charm, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, pain-split, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, rock-smash, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, trick, magic-coat, recycle, revenge, brick-break, knock-off, skill-swap, imprison, snatch, secret-power, hyper-voice, rock-tomb, signal-beam, aerial-ace, bulk-up, magical-leaf, calm-mind, leaf-blade, shock-wave, natural-gift, feint, close-combat, fling, aura-sphere, poison-jab, night-slash, air-slash, x-scissor, drain-punch, vacuum-wave, focus-blast, energy-ball, giga-impact, shadow-claw, psycho-cut, zen-headbutt, trick-room, stone-edge, captivate, grass-knot, charge-beam, wide-guard, wonder-room, psyshock, telekinesis, magic-room, low-sweep, round, echoed-voice, stored-power, quick-guard, ally-switch, heal-pulse, hex, retaliate, bulldoze, work-up, dual-chop, sacred-sword, disarming-voice, draining-kiss, misty-terrain, confide, dazzling-gleam, power-up-punch, solar-blade, laser-focus, throat-chop, psychic-terrain, life-dew, expanding-force, coaching, triple-axel, tera-blast, aqua-cutter, alluring-voice, upper-hand"
